"species","year","predicted_mean_abundance","lower_95percent_CL","upper_95percent_CL"
"Ruddy Turnstone",1998,5.836735,3.62994525,10.568035
"Ruddy Turnstone",1999,2.722485,1.7173285,5.017517
"Ruddy Turnstone",2000,3.85179,2.396267,6.98653675
"Ruddy Turnstone",2001,4.46687,2.74631125,8.09639025
"Ruddy Turnstone",2002,2.948995,1.84405225,5.452552
"Ruddy Turnstone",2003,3.614035,2.2139695,6.65532475
"Ruddy Turnstone",2004,2.88381,1.77971825,5.21610175
"Ruddy Turnstone",2005,2.278745,1.42830975,4.1779635
"Ruddy Turnstone",2006,1.992245,1.21647125,3.63002925
"Ruddy Turnstone",2007,2.43614,1.49633825,4.498405
"Ruddy Turnstone",2008,2.562005,1.569029,4.633914
"Ruddy Turnstone",2009,2.476835,1.53916625,4.58964175
"Ruddy Turnstone",2010,2.5921,1.6144285,4.85888125
"Ruddy Turnstone",2011,3.854145,2.3512895,7.1393915
"Ruddy Turnstone",2012,1.889265,1.13753075,3.5200705
"Ruddy Turnstone",2013,1.877205,1.12086575,3.48602975
"Ruddy Turnstone",2014,1.747525,1.03976975,3.36244125
"Ruddy Turnstone",2015,1.716685,1.023018,3.238349
"Ruddy Turnstone",2016,2.13699,1.25371675,4.0690255
"Ruddy Turnstone",2017,1.60105,0.94076225,3.069681
"Ruddy Turnstone",2018,1.59681,0.88286395,3.17506425
"Ruddy Turnstone",2019,2.318625,1.2570865,4.750942
"Red Knot",1980,117.542,39.5537625,477.072975
"Red Knot",1981,93.83205,33.5141625,382.981475
"Red Knot",1982,71.9062,25.0475125,301.039725
"Red Knot",1983,66.9087,22.873965,287.025625
"Red Knot",1984,123.116,42.38813,497.5001
"Red Knot",1985,85.28345,30.61174,347.03145
"Red Knot",1986,61.965,22.49488,253.36305
"Red Knot",1987,45.37795,16.2589625,193.16635
"Red Knot",1988,51.8407,18.6017525,205.525525
"Red Knot",1989,56.4267,20.104295,231.293725
"Red Knot",1990,40.97115,14.71566,169.542025
"Red Knot",1991,53.9866,19.4919225,207.357725
"Red Knot",1992,63.3791,22.30267,251.189825
"Red Knot",1993,66.3571,23.89334,261.560775
"Red Knot",1994,60.55665,21.6266475,238.5857
"Red Knot",1995,54.09505,19.8585975,227.5421
"Red Knot",1996,38.21385,13.4206,150.9182
"Red Knot",1997,42.9699,14.8991525,163.132475
"Red Knot",1998,43.57325,15.0827925,173.7781
"Red Knot",1999,48.77985,17.08397,192.95285
"Red Knot",2000,62.2245,21.68222,245.608875
"Red Knot",2001,97.9473,35.9037275,381.9261
"Red Knot",2002,38.94615,13.5070775,155.78595
"Red Knot",2003,60.15055,20.235005,245.1582
"Red Knot",2004,49.7952,18.0049375,197.6052
"Red Knot",2005,22.4788,7.881631,90.80862
"Red Knot",2006,21.21975,7.35148375,90.796195
"Red Knot",2007,20.97275,7.14677225,79.9819150000001
"Red Knot",2008,20.30255,7.0665505,80.5965475
"Red Knot",2009,16.8737,5.757808,68.5620625
"Red Knot",2010,12.0905,4.07612425,49.2425475
"Red Knot",2011,24.18545,8.282917,97.6094025000001
"Red Knot",2012,14.45185,4.9177165,56.3644100000001
"Red Knot",2013,13.0483,4.32303825,52.2220325
"Red Knot",2014,10.5298,3.500917,41.5649525
"Red Knot",2015,5.613775,1.8802635,22.5215
"Red Knot",2016,5.90097,1.9414295,22.7441475
"Red Knot",2017,5.023485,1.68501,21.43072
"Red Knot",2018,5.152465,1.68824875,21.0432375
"Red Knot",2019,3.644315,1.119349,15.249455
"Stilt Sandpiper",1980,4.4586,1.54469025,20.4733525
"Stilt Sandpiper",1981,4.987225,1.70180525,22.1434175
"Stilt Sandpiper",1982,3.6776,1.269429,16.1749575
"Stilt Sandpiper",1983,3.869455,1.2921735,16.962255
"Stilt Sandpiper",1984,4.170435,1.44629975,18.7592875
"Stilt Sandpiper",1985,3.873695,1.3764265,17.0133275
"Stilt Sandpiper",1986,1.99207,0.68146165,8.86158575
"Stilt Sandpiper",1987,2.57898,0.869158775,11.0399475
"Stilt Sandpiper",1988,3.339155,1.036752,14.0660625
"Stilt Sandpiper",1989,1.68958,0.56811685,7.240746
"Stilt Sandpiper",1990,2.6836,0.944754175,11.2713825
"Stilt Sandpiper",1991,2.157055,0.74103845,9.43431425
"Stilt Sandpiper",1992,1.064795,0.374001775,4.7872485
"Stilt Sandpiper",1993,3.271125,1.0789795,14.6546575
"Stilt Sandpiper",1994,2.863135,0.976277175,12.1228425
"Stilt Sandpiper",1995,0.9876955,0.320303475,4.49112
"Stilt Sandpiper",1996,1.82698,0.59088875,8.18678275
"Stilt Sandpiper",1997,2.82202,0.936262375,11.820455
"Stilt Sandpiper",1998,2.080045,0.7067922,9.193943
"Stilt Sandpiper",1999,2.836865,0.954623225,11.9260025
"Stilt Sandpiper",2000,2.0132,0.6780219,9.00018425
"Stilt Sandpiper",2001,2.623965,0.91206915,11.1043425
"Stilt Sandpiper",2002,1.520395,0.500774725,6.5894955
"Stilt Sandpiper",2003,2.457555,0.822198325,11.2593825
"Stilt Sandpiper",2004,0.7791615,0.240987675,3.544605
"Stilt Sandpiper",2005,1.060195,0.3429539,4.58284825
"Stilt Sandpiper",2006,1.115115,0.350731525,5.04982675
"Stilt Sandpiper",2007,1.602115,0.531049425,7.07916525
"Stilt Sandpiper",2008,0.7916785,0.259455675,3.546855
"Stilt Sandpiper",2009,0.609772,0.195426225,2.79452
"Stilt Sandpiper",2010,0.9875635,0.317223175,4.576205
"Stilt Sandpiper",2011,0.757025,0.2321478,3.51095375
"Stilt Sandpiper",2012,1.6535,0.488159525,7.90330425
"Stilt Sandpiper",2013,0.77716,0.2333655,3.57496325
"Stilt Sandpiper",2014,0.446211,0.131896625,2.08865275
"Stilt Sandpiper",2015,1.19754,0.350404,5.503862
"Stilt Sandpiper",2016,0.6694415,0.19899475,3.10494725
"Stilt Sandpiper",2017,2.08761,0.59150955,10.19892
"Stilt Sandpiper",2018,0.585664,0.149742175,3.0982385
"Stilt Sandpiper",2019,0.933381,0.250707025,4.71844275
"Sanderling",1980,412.048,189.89425,1089.7795
"Sanderling",1981,579.4975,270.5781,1531.3625
"Sanderling",1982,495.269,230.366525,1276.27175
"Sanderling",1983,771.368,358.65965,2031.0815
"Sanderling",1984,1028.415,479.762675,2666.94275
"Sanderling",1985,955.436,448.377375,2395.38975
"Sanderling",1986,381.1075,180.02,993.313174999999
"Sanderling",1987,667.7925,307.888825,1669.78625
"Sanderling",1988,485.393,215.8458,1200.9885
"Sanderling",1989,625.868,295.5798,1592.15125
"Sanderling",1990,449.0735,205.6328,1142.89175
"Sanderling",1991,407.993,181.829675,1051.483
"Sanderling",1992,532.2275,241.439575,1338.35775
"Sanderling",1993,833.829,381.61145,2054.9445
"Sanderling",1994,841.3505,383.460375,2121.10375
"Sanderling",1995,679.128,299.516175,1694.34125
"Sanderling",1996,705.7885,320.104225,1846.48225
"Sanderling",1997,530.7415,244.56295,1363.564
"Sanderling",1998,850.818,396.446475,2136.8725
"Sanderling",1999,528.6555,242.1786,1346.12025
"Sanderling",2000,867.0655,404.032675,2192.8735
"Sanderling",2001,749.119,348.3919,1902.5795
"Sanderling",2002,678.5875,305.971425,1783.32025
"Sanderling",2003,672.8845,310.769175,1795.92525
"Sanderling",2004,590.7845,277.354275,1483.55775
"Sanderling",2005,694.5145,316.8811,1773.94075
"Sanderling",2006,321.687,141.7687,855.130125
"Sanderling",2007,478.349,208.14525,1222.1525
"Sanderling",2008,437.066,197.8302,1108.50225
"Sanderling",2009,336.512,152.67075,869.30535
"Sanderling",2010,303.069,135.24125,784.64695
"Sanderling",2011,1100.025,508.244125,2849.3025
"Sanderling",2012,232.4345,106.531,620.07085
"Sanderling",2013,255.48,114.420875,658.326725
"Sanderling",2014,219.2905,103.61645,605.6377
"Sanderling",2015,248.6495,109.70495,655.904375
"Sanderling",2016,518.096,235.37895,1375.83525
"Sanderling",2017,387.95,175.16975,1045.69275
"Sanderling",2018,280.3855,112.8834,724.774475
"Sanderling",2019,373.6945,159.67555,1039.24125
"Dunlin",1980,12.4416,5.76003625,30.24334
"Dunlin",1981,20.19015,9.8875485,51.113695
"Dunlin",1982,9.4712,4.58067225,22.272875
"Dunlin",1983,13.2421,6.435179,31.065215
"Dunlin",1984,19.1186,9.841145,44.7539075
"Dunlin",1985,15.38055,7.54793375,38.0115625
"Dunlin",1986,9.009365,4.409105,21.922555
"Dunlin",1987,5.39745,2.688448,12.3626425
"Dunlin",1988,4.548585,2.26332775,10.8355175
"Dunlin",1989,5.618505,2.8108385,13.7806425
"Dunlin",1990,6.174805,2.92203575,14.877585
"Dunlin",1991,7.56788,3.76491275,17.52931
"Dunlin",1992,4.250005,2.073393,10.438845
"Dunlin",1993,7.86344,3.94121175,18.599065
"Dunlin",1994,5.731995,2.85284775,13.801525
"Dunlin",1995,4.611295,2.3189345,11.29362
"Dunlin",1996,3.176045,1.6347425,7.90549425
"Dunlin",1997,6.578155,3.340616,15.6139525
"Dunlin",1998,4.71447,2.3426045,11.15083
"Dunlin",1999,3.01264,1.534315,7.080876
"Dunlin",2000,4.291765,2.11006225,9.970297
"Dunlin",2001,9.650675,4.996578,23.202315
"Dunlin",2002,7.097115,3.6457005,17.0359425
"Dunlin",2003,6.477625,3.24601,15.3937975
"Dunlin",2004,5.37245,2.67055875,12.2233775
"Dunlin",2005,2.86838,1.4140235,6.570135
"Dunlin",2006,2.762855,1.251511,6.72379575
"Dunlin",2007,4.881055,2.40905175,11.5557575
"Dunlin",2008,5.038485,2.521893,11.9349775
"Dunlin",2009,2.9813,1.50063225,7.5556345
"Dunlin",2010,2.34741,1.22732325,5.36719475
"Dunlin",2011,3.78295,1.9744755,8.970806
"Dunlin",2012,2.03305,0.936506475000001,4.96243775
"Dunlin",2013,4.113205,1.895597,10.5656275
"Dunlin",2014,3.03275,1.47866975,7.1102905
"Dunlin",2015,2.268885,1.07722575,5.472093
"Dunlin",2016,2.52944,1.259003,6.16991175
"Dunlin",2017,2.24636,1.06357675,5.46519775
"Dunlin",2018,2.11336,0.9477107,5.2000175
"Dunlin",2019,1.197655,0.52574625,2.93670325
"Baird's Sandpiper",1980,0.1410965,0.0830954775,0.29512565
"Baird's Sandpiper",1981,0.0960134,0.0579669075,0.196230625
"Baird's Sandpiper",1982,0.158061,0.096133805,0.320427375
"Baird's Sandpiper",1983,0.09001965,0.05154053,0.192799725
"Baird's Sandpiper",1984,0.153065,0.090991915,0.31236825
"Baird's Sandpiper",1985,0.1104855,0.0666777025,0.22704805
"Baird's Sandpiper",1986,0.0759039,0.04169837,0.16349635
"Baird's Sandpiper",1987,0.0969721,0.058174965,0.1998034
"Baird's Sandpiper",1988,0.0656157,0.03529121,0.1422557
"Baird's Sandpiper",1989,0.0725776,0.042986965,0.146710625
"Baird's Sandpiper",1990,0.07133635,0.0414847875,0.152167625
"Baird's Sandpiper",1991,0.1166655,0.06978606,0.24666835
"Baird's Sandpiper",1992,0.0663274,0.039676215,0.141492675
"Baird's Sandpiper",1993,0.1116905,0.0662171775,0.24358715
"Baird's Sandpiper",1994,0.100166,0.058684025,0.2034937
"Baird's Sandpiper",1995,0.1144625,0.0676711575,0.23589955
"Baird's Sandpiper",1996,0.0944383,0.0545126575,0.192312325
"Baird's Sandpiper",1997,0.09824465,0.061683845,0.196634575
"Baird's Sandpiper",1998,0.09068175,0.0545167175,0.187022575
"Baird's Sandpiper",1999,0.1016575,0.061248305,0.2076647
"Baird's Sandpiper",2000,0.0450014,0.026220595,0.0949632275000001
"Baird's Sandpiper",2001,0.2104635,0.130049725,0.42925325
"Baird's Sandpiper",2002,0.08106385,0.047367895,0.168842675
"Baird's Sandpiper",2003,0.175066,0.101208475,0.368798275
"Baird's Sandpiper",2004,0.1168865,0.069665835,0.2367402
"Baird's Sandpiper",2005,0.1134495,0.0608183975,0.2457774
"Baird's Sandpiper",2006,0.0969473,0.054022185,0.203899775
"Baird's Sandpiper",2007,0.145603,0.08472614,0.29993025
"Baird's Sandpiper",2008,0.0945883,0.053884455,0.20124925
"Baird's Sandpiper",2009,0.04069255,0.02150892,0.0901224575
"Baird's Sandpiper",2010,0.110357,0.06189119,0.239953025
"Baird's Sandpiper",2011,0.08496155,0.048929865,0.1738798
"Baird's Sandpiper",2012,0.09605065,0.051587285,0.2033744
"Baird's Sandpiper",2013,0.0642484,0.0347259525,0.1377124
"Baird's Sandpiper",2014,0.149328,0.0875984025,0.306105625
"Baird's Sandpiper",2015,0.03124325,0.015124125,0.0711864425
"Baird's Sandpiper",2016,0.1251805,0.06984998,0.270324875
"Baird's Sandpiper",2017,0.125114,0.0668628,0.27250685
"Baird's Sandpiper",2018,0.134654,0.0722855775,0.2938923
"Baird's Sandpiper",2019,0.06824045,0.03426419,0.147985075
"Least Sandpiper",1980,3.37915,2.1011635,5.3679125
"Least Sandpiper",1981,3.58239,2.249611,5.593501
"Least Sandpiper",1982,6.419695,4.090903,9.8824505
"Least Sandpiper",1983,4.682095,2.97307075,7.25832775
"Least Sandpiper",1984,4.83067,3.1793385,7.887219
"Least Sandpiper",1985,5.96254,3.899314,9.45826
"Least Sandpiper",1986,3.006875,1.9585,4.7190735
"Least Sandpiper",1987,3.270265,2.13569175,5.300277
"Least Sandpiper",1988,3.58426,2.256352,5.63030175
"Least Sandpiper",1989,3.66038,2.4211325,5.658336
"Least Sandpiper",1990,3.88233,2.47903325,6.17803275
"Least Sandpiper",1991,3.4788,2.2691645,5.43394975
"Least Sandpiper",1992,4.742605,3.091865,7.65672475
"Least Sandpiper",1993,3.828705,2.5149275,5.97277425
"Least Sandpiper",1994,4.279365,2.767839,6.8483745
"Least Sandpiper",1995,3.936825,2.515454,6.196031
"Least Sandpiper",1996,3.619025,2.4057875,5.805599
"Least Sandpiper",1997,4.394495,2.88082175,7.0049575
"Least Sandpiper",1998,6.72972,4.4226625,10.398085
"Least Sandpiper",1999,8.31388,5.469179,12.999005
"Least Sandpiper",2000,4.92559,3.208058,7.75442875
"Least Sandpiper",2001,7.43322,4.878836,11.4462
"Least Sandpiper",2002,6.652755,4.382879,10.36003
"Least Sandpiper",2003,10.14145,6.6416325,16.2288
"Least Sandpiper",2004,7.281275,4.62718675,11.5847675
"Least Sandpiper",2005,6.589145,4.32418375,10.377415
"Least Sandpiper",2006,5.19538,3.40046425,8.41721425
"Least Sandpiper",2007,8.375395,5.66487025,13.34273
"Least Sandpiper",2008,6.573235,4.3883725,10.5851325
"Least Sandpiper",2009,4.96448,3.271719,8.00846075
"Least Sandpiper",2010,6.002225,3.89732825,9.7055145
"Least Sandpiper",2011,4.5275,2.90739425,7.42545775
"Least Sandpiper",2012,4.29614,2.75075325,6.9390125
"Least Sandpiper",2013,5.973435,3.81552975,9.793435
"Least Sandpiper",2014,2.74124,1.76539825,4.70080175
"Least Sandpiper",2015,4.9833,3.14574525,8.52765475
"Least Sandpiper",2016,5.330085,3.281636,9.00362225
"Least Sandpiper",2017,3.369495,2.01547825,5.9339435
"Least Sandpiper",2018,3.752515,2.180961,6.837888
"Least Sandpiper",2019,4.113715,2.4714305,7.51274775
"White-rumped Sandpiper",1980,2.19771,1.12305675,4.74952675
"White-rumped Sandpiper",1981,5.792175,3.052592,12.2191375
"White-rumped Sandpiper",1982,3.33063,1.75782125,7.098478
"White-rumped Sandpiper",1983,5.11382,2.69311225,11.322255
"White-rumped Sandpiper",1984,13.40605,7.63794625,28.892035
"White-rumped Sandpiper",1985,3.32462,1.86328325,6.8861095
"White-rumped Sandpiper",1986,5.310615,3.025871,11.32048
"White-rumped Sandpiper",1987,4.413535,2.48770875,9.79869375
"White-rumped Sandpiper",1988,5.319555,2.9368535,10.383565
"White-rumped Sandpiper",1989,6.79809,3.68248825,13.9093125
"White-rumped Sandpiper",1990,8.62733,4.7505215,18.678765
"White-rumped Sandpiper",1991,3.59782,1.881676,7.5524495
"White-rumped Sandpiper",1992,4.410305,2.37627825,9.32465475000001
"White-rumped Sandpiper",1993,6.99888,3.82124225,14.2515225
"White-rumped Sandpiper",1994,7.867045,4.369462,17.8116125
"White-rumped Sandpiper",1995,5.87615,3.22412675,12.442995
"White-rumped Sandpiper",1996,6.962225,3.9214275,15.42959
"White-rumped Sandpiper",1997,17.79205,9.809428,36.9072425
"White-rumped Sandpiper",1998,3.113795,1.76513625,6.28344875
"White-rumped Sandpiper",1999,2.959305,1.580807,6.31592275
"White-rumped Sandpiper",2000,8.2738,4.56267575,17.00271
"White-rumped Sandpiper",2001,16.0311,9.00003,32.98953
"White-rumped Sandpiper",2002,6.40707,3.60866825,13.6568925
"White-rumped Sandpiper",2003,7.79907,4.24991325,16.7674175
"White-rumped Sandpiper",2004,6.34247,3.713569,12.165595
"White-rumped Sandpiper",2005,5.817055,3.41734775,12.0593225
"White-rumped Sandpiper",2006,4.06366,2.2526405,8.40947625
"White-rumped Sandpiper",2007,3.19807,1.73987775,6.64318325
"White-rumped Sandpiper",2008,5.971785,3.3267245,12.3711375
"White-rumped Sandpiper",2009,5.28609,2.9922465,10.807225
"White-rumped Sandpiper",2010,5.270375,3.00497325,11.0457025
"White-rumped Sandpiper",2011,8.336125,4.7018895,17.511635
"White-rumped Sandpiper",2012,5.184475,2.793059,11.4281075
"White-rumped Sandpiper",2013,6.4313,3.648511,12.6438275
"White-rumped Sandpiper",2014,3.11426,1.71308825,6.410054
"White-rumped Sandpiper",2015,3.54643,1.957374,7.45065
"White-rumped Sandpiper",2016,2.48191,1.3410545,5.06690675
"White-rumped Sandpiper",2017,2.732055,1.5006805,5.723458
"White-rumped Sandpiper",2018,3.79997,2.0552475,8.10070575
"White-rumped Sandpiper",2019,1.63021,0.826773325,3.640271
"Buff-breasted Sandpiper",1980,0.01630235,0.00674192025,0.0435615475
"Buff-breasted Sandpiper",1981,0.0047307,0.0018542485,0.012742595
"Buff-breasted Sandpiper",1982,0.004887395,0.00190133925,0.01403835
"Buff-breasted Sandpiper",1983,0.00629117,0.00246294425,0.01676173
"Buff-breasted Sandpiper",1984,0.01681075,0.007168366,0.0417529725
"Buff-breasted Sandpiper",1985,0.002437245,0.000997001875,0.0063342185
"Buff-breasted Sandpiper",1986,0.00298048,0.0012017005,0.008328477
"Buff-breasted Sandpiper",1987,0.001469875,0.00052929785,0.00406809525
"Buff-breasted Sandpiper",1988,0.00831674,0.003365623,0.0227503125
"Buff-breasted Sandpiper",1989,0.005731905,0.0024726235,0.0147017475
"Buff-breasted Sandpiper",1990,0.005645835,0.00233838575,0.015107845
"Buff-breasted Sandpiper",1991,0.00635502,0.00264945075,0.01757144
"Buff-breasted Sandpiper",1992,0.003037475,0.00120985175,0.00829286775
"Buff-breasted Sandpiper",1993,0.00872423,0.0036511955,0.022444395
"Buff-breasted Sandpiper",1994,0.01051805,0.0044004595,0.026615605
"Buff-breasted Sandpiper",1995,0.01405535,0.005926908,0.0368000475
"Buff-breasted Sandpiper",1996,0.0123789,0.00510097325,0.0323718775
"Buff-breasted Sandpiper",1997,0.004111975,0.001778773,0.0107211425
"Buff-breasted Sandpiper",1998,0.005883275,0.00240223475,0.01517879
"Buff-breasted Sandpiper",1999,0.01194905,0.00514537725,0.03040347
"Buff-breasted Sandpiper",2000,0.01014495,0.00439497675,0.0255819925
"Buff-breasted Sandpiper",2001,0.01138745,0.00501612775,0.028049315
"Buff-breasted Sandpiper",2002,0.002801325,0.0010064175,0.00822191975
"Buff-breasted Sandpiper",2003,0.00541718,0.002097985,0.0151814125
"Buff-breasted Sandpiper",2004,0.00385161,0.00149849725,0.0105441075
"Buff-breasted Sandpiper",2005,0.0140313,0.00587599525,0.0392009475
"Buff-breasted Sandpiper",2006,0.00571258,0.00206337525,0.01829304
"Buff-breasted Sandpiper",2007,0.00722807,0.00283862275,0.0197195875
"Buff-breasted Sandpiper",2008,0.00210472,0.00069676725,0.00657221350000001
"Buff-breasted Sandpiper",2009,0.00273449,0.000791579,0.00920872925
"Buff-breasted Sandpiper",2010,0.004419405,0.00145393775,0.0130039225
"Buff-breasted Sandpiper",2011,0.007158365,0.00262943325,0.0199491475
"Buff-breasted Sandpiper",2012,0.00300917,0.000872436075000001,0.01014056
"Buff-breasted Sandpiper",2013,0.00201129,0.00058915155,0.00657013025
"Buff-breasted Sandpiper",2014,0.001360435,0.0003612125,0.00509092775
"Buff-breasted Sandpiper",2015,0.00288007,0.00089277075,0.00967220700000001
"Buff-breasted Sandpiper",2016,0.001285255,0.000327151575,0.00492573475
"Buff-breasted Sandpiper",2017,0.00366097,0.000969734025,0.01422351
"Buff-breasted Sandpiper",2018,0.00186505,0.000418802,0.00740941525000001
"Buff-breasted Sandpiper",2019,0.00168778,0.000348515225,0.00746204625
"Pectoral Sandpiper",1980,3.786875,1.82139325,8.643247
"Pectoral Sandpiper",1981,3.907375,1.96776125,8.6331735
"Pectoral Sandpiper",1982,9.886445,5.1459955,21.90273
"Pectoral Sandpiper",1983,5.94729,2.913244,13.294225
"Pectoral Sandpiper",1984,10.6946,5.4749385,23.16632
"Pectoral Sandpiper",1985,9.56599,5.012708,20.44128
"Pectoral Sandpiper",1986,4.81132,2.57583,10.1605075
"Pectoral Sandpiper",1987,4.564805,2.29590925,9.988949
"Pectoral Sandpiper",1988,12.3034,6.2481065,25.737565
"Pectoral Sandpiper",1989,5.05897,2.64962625,10.6776625
"Pectoral Sandpiper",1990,7.204355,3.45248725,15.63752
"Pectoral Sandpiper",1991,12.0746,6.43389425,26.6126
"Pectoral Sandpiper",1992,3.20577,1.5871705,7.33337325
"Pectoral Sandpiper",1993,6.05394,3.1992625,13.0884525
"Pectoral Sandpiper",1994,7.67669,3.877761,16.2195025
"Pectoral Sandpiper",1995,3.832565,2.01869475,8.22127325
"Pectoral Sandpiper",1996,2.63297,1.40204075,5.781822
"Pectoral Sandpiper",1997,4.90011,2.5234975,10.6364875
"Pectoral Sandpiper",1998,5.420385,2.7640195,11.3710725
"Pectoral Sandpiper",1999,8.700095,4.6952645,19.21235
"Pectoral Sandpiper",2000,3.70737,1.9375105,7.8488585
"Pectoral Sandpiper",2001,5.294305,2.78536275,11.402645
"Pectoral Sandpiper",2002,8.381265,4.40531875,17.768285
"Pectoral Sandpiper",2003,6.78135,3.52498375,15.04174
"Pectoral Sandpiper",2004,3.46306,1.74572575,7.20809
"Pectoral Sandpiper",2005,3.67613,1.9319425,7.7670195
"Pectoral Sandpiper",2006,4.167525,2.0148415,8.95188050000001
"Pectoral Sandpiper",2007,4.521375,2.23567925,10.339545
"Pectoral Sandpiper",2008,2.1347,1.0672895,4.489964
"Pectoral Sandpiper",2009,2.054115,1.01132875,4.48531775
"Pectoral Sandpiper",2010,2.963965,1.4352935,6.7096865
"Pectoral Sandpiper",2011,3.416175,1.71020125,7.43519175
"Pectoral Sandpiper",2012,2.76801,1.2985665,6.152918
"Pectoral Sandpiper",2013,3.17101,1.61615375,6.80427125
"Pectoral Sandpiper",2014,0.88833,0.427712725,2.02562375
"Pectoral Sandpiper",2015,3.086725,1.4860975,6.95763275
"Pectoral Sandpiper",2016,2.235,1.064314,4.993784
